"Notes"	"State"	"State Code"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"Autauga County, AL"	"01001"	175	1031280	17.0	16.6
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	627	3534863	17.7	17.3
	"Alabama"	"01"	"Barbour County, AL"	"01005"	58	549756	10.6	9.9
	"Alabama"	"01"	"Bibb County, AL"	"01007"	73	442548	16.5	16.5
	"Alabama"	"01"	"Blount County, AL"	"01009"	182	1113629	16.3	16.2
	"Alabama"	"01"	"Bullock County, AL"	"01011"	16	218031	Unreliable	Unreliable
	"Alabama"	"01"	"Butler County, AL"	"01013"	51	413126	12.3	11.8
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	379	2303483	16.5	15.8
	"Alabama"	"01"	"Chambers County, AL"	"01017"	100	696260	14.4	14.3
	"Alabama"	"01"	"Cherokee County, AL"	"01019"	106	506976	20.9	20.5
	"Alabama"	"01"	"Chilton County, AL"	"01021"	128	851159	15.0	15.0
	"Alabama"	"01"	"Choctaw County, AL"	"01023"	30	284107	10.6	10.6
	"Alabama"	"01"	"Clarke County, AL"	"01025"	57	520912	10.9	10.6
	"Alabama"	"01"	"Clay County, AL"	"01027"	41	277645	14.8	14.7
	"Alabama"	"01"	"Cleburne County, AL"	"01029"	59	293616	20.1	19.4
	"Alabama"	"01"	"Coffee County, AL"	"01031"	126	961335	13.1	12.9
	"Alabama"	"01"	"Colbert County, AL"	"01033"	172	1090125	15.8	15.3
	"Alabama"	"01"	"Conecuh County, AL"	"01035"	42	264806	15.9	16.5
	"Alabama"	"01"	"Coosa County, AL"	"01037"	43	226253	19.0	17.4
	"Alabama"	"01"	"Covington County, AL"	"01039"	100	749528	13.3	12.3
	"Alabama"	"01"	"Crenshaw County, AL"	"01041"	39	276902	14.1	14.2
	"Alabama"	"01"	"Cullman County, AL"	"01043"	250	1597285	15.7	15.2
	"Alabama"	"01"	"Dale County, AL"	"01045"	138	989754	13.9	14.1
	"Alabama"	"01"	"Dallas County, AL"	"01047"	79	867923	9.1	9.4
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	196	1380879	14.2	14.1
	"Alabama"	"01"	"Elmore County, AL"	"01051"	213	1518095	14.0	13.7
	"Alabama"	"01"	"Escambia County, AL"	"01053"	101	757644	13.3	12.9
	"Alabama"	"01"	"Etowah County, AL"	"01055"	318	2070034	15.4	15.0
	"Alabama"	"01"	"Fayette County, AL"	"01057"	65	349419	18.6	17.2
	"Alabama"	"01"	"Franklin County, AL"	"01059"	91	626927	14.5	14.4
	"Alabama"	"01"	"Geneva County, AL"	"01061"	88	525915	16.7	16.2
	"Alabama"	"01"	"Greene County, AL"	"01063"	21	183793	11.4	13.0
	"Alabama"	"01"	"Hale County, AL"	"01065"	29	321761	9.0	8.9
	"Alabama"	"01"	"Henry County, AL"	"01067"	51	338912	15.0	13.7
	"Alabama"	"01"	"Houston County, AL"	"01069"	230	1960022	11.7	11.7
	"Alabama"	"01"	"Jackson County, AL"	"01071"	199	1062839	18.7	17.7
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	1685	13173132	12.8	12.5
	"Alabama"	"01"	"Lamar County, AL"	"01075"	41	294468	13.9	14.0
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	237	1817060	13.0	12.3
	"Alabama"	"01"	"Lawrence County, AL"	"01079"	122	680704	17.9	17.4
	"Alabama"	"01"	"Lee County, AL"	"01081"	281	2743639	10.2	10.6
	"Alabama"	"01"	"Limestone County, AL"	"01083"	211	1594947	13.2	12.8
	"Alabama"	"01"	"Lowndes County, AL"	"01085"	18	234258	Unreliable	Unreliable
	"Alabama"	"01"	"Macon County, AL"	"01087"	34	428361	7.9	8.7
	"Alabama"	"01"	"Madison County, AL"	"01089"	849	6440044	13.2	12.8
	"Alabama"	"01"	"Marengo County, AL"	"01091"	28	420883	6.7	6.4
	"Alabama"	"01"	"Marion County, AL"	"01093"	103	610752	16.9	16.2
	"Alabama"	"01"	"Marshall County, AL"	"01095"	276	1800107	15.3	15.1
	"Alabama"	"01"	"Mobile County, AL"	"01097"	1089	8149298	13.4	13.4
	"Alabama"	"01"	"Monroe County, AL"	"01099"	55	460071	12.0	12.2
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	467	4522497	10.3	10.2
	"Alabama"	"01"	"Morgan County, AL"	"01103"	400	2329302	17.2	16.8
	"Alabama"	"01"	"Perry County, AL"	"01105"	13	211950	Unreliable	Unreliable
	"Alabama"	"01"	"Pickens County, AL"	"01107"	46	404242	11.4	10.7
	"Alabama"	"01"	"Pike County, AL"	"01109"	88	636468	13.8	13.8
	"Alabama"	"01"	"Randolph County, AL"	"01111"	88	452474	19.4	18.4
	"Alabama"	"01"	"Russell County, AL"	"01113"	159	1069462	14.9	14.7
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	265	1571143	16.9	16.4
	"Alabama"	"01"	"Shelby County, AL"	"01117"	473	3681299	12.8	12.9
	"Alabama"	"01"	"Sumter County, AL"	"01119"	16	275905	Unreliable	Unreliable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	225	1624530	13.9	13.5
	"Alabama"	"01"	"Tallapoosa County, AL"	"01123"	118	823913	14.3	13.4
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	416	3748721	11.1	11.4
	"Alabama"	"01"	"Walker County, AL"	"01127"	276	1348375	20.5	20.0
	"Alabama"	"01"	"Washington County, AL"	"01129"	47	347728	13.5	13.8
	"Alabama"	"01"	"Wilcox County, AL"	"01131"	18	238316	Unreliable	Unreliable
	"Alabama"	"01"	"Winston County, AL"	"01133"	73	487858	15.0	14.6
	"Alaska"	"02"	"Aleutians West Census Area, AK"	"02016"	16	112016	Unreliable	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	1017	5672535	17.9	17.7
	"Alaska"	"02"	"Bethel Census Area, AK"	"02050"	146	341387	42.8	41.6
	"Alaska"	"02"	"Bristol Bay Borough, AK"	"02060"	11	21060	Unreliable	Unreliable
	"Alaska"	"02"	"Dillingham Census Area, AK"	"02070"	26	98000	26.5	27.3
	"Alaska"	"02"	"Fairbanks North Star Borough, AK"	"02090"	340	1873126	18.2	18.4
	"Alaska"	"02"	"Haines Borough, AK"	"02100"	10	48674	Unreliable	Unreliable
	"Alaska"	"02"	"Juneau Borough, AK"	"02110"	107	629697	17.0	17.1
	"Alaska"	"02"	"Kenai Peninsula Borough, AK"	"02122"	260	1085075	24.0	24.0
	"Alaska"	"02"	"Ketchikan Gateway Borough, AK"	"02130"	55	272698	20.2	20.5
	"Alaska"	"02"	"Kodiak Island Borough, AK"	"02150"	43	271970	15.8	15.5
	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	349	1674179	20.8	21.8
	"Alaska"	"02"	"Nome Census Area, AK"	"02180"	132	190316	69.4	68.8
	"Alaska"	"02"	"North Slope Borough, AK"	"02185"	58	175923	33.0	31.5
	"Alaska"	"02"	"Northwest Arctic Borough, AK"	"02188"	101	150035	67.3	63.3
	"Alaska"	"02"	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	17	85493	Unreliable	Unreliable
	"Alaska"	"02"	"Sitka Borough, AK"	"02220"	35	177410	19.7	19.3
	"Alaska"	"02"	"Southeast Fairbanks Census Area, AK"	"02240"	27	132407	20.4	22.1
	"Alaska"	"02"	"Valdez-Cordova Census Area, AK"	"02261"	50	194230	25.7	25.6
	"Alaska"	"02"	"Wade Hampton Census Area, AK"	"02270"	140	151070	92.7	89.1
	"Alaska"	"02"	"Wrangell-Petersburg Census Area, AK"	"02280"	11	94972	Unreliable	Unreliable
	"Alaska"	"02"	"Yukon-Koyukuk Census Area, AK"	"02290"	71	124357	57.1	58.1
	"Arizona"	"04"	"Apache County, AZ"	"04001"	396	1407929	28.1	30.3
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	537	2514506	21.4	20.1
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	542	2613508	20.7	21.0
	"Arizona"	"04"	"Gila County, AZ"	"04007"	285	1052445	27.1	28.1
	"Arizona"	"04"	"Graham County, AZ"	"04009"	119	713065	16.7	17.3
	"Arizona"	"04"	"Greenlee County, AZ"	"04011"	28	171532	16.3	16.1
	"Arizona"	"04"	"La Paz County, AZ"	"04012"	110	404395	27.2	23.7
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	11079	74588439	14.9	15.0
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	1183	3808477	31.1	29.0
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	560	2102845	26.6	28.5
	"Arizona"	"04"	"Pima County, AZ"	"04019"	3370	19005257	17.7	17.2
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	1021	6303557	16.2	16.4
	"Arizona"	"04"	"Santa Cruz County, AZ"	"04023"	80	884422	9.0	9.4
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	1262	4058545	31.1	28.6
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	419	3750385	11.2	11.2
	"Arkansas"	"05"	"Arkansas County, AR"	"05001"	63	386746	16.3	16.8
	"Arkansas"	"05"	"Ashley County, AR"	"05003"	59	443191	13.3	13.3
	"Arkansas"	"05"	"Baxter County, AR"	"05005"	215	807814	26.6	26.8
	"Arkansas"	"05"	"Benton County, AR"	"05007"	610	4198046	14.5	14.8
	"Arkansas"	"05"	"Boone County, AR"	"05009"	142	722929	19.6	18.7
	"Arkansas"	"05"	"Bradley County, AR"	"05011"	27	233598	11.6	11.4
	"Arkansas"	"05"	"Calhoun County, AR"	"05013"	22	109134	20.2	17.1
	"Arkansas"	"05"	"Carroll County, AR"	"05015"	106	537225	19.7	19.6
	"Arkansas"	"05"	"Chicot County, AR"	"05017"	23	243548	9.4	10.2
	"Arkansas"	"05"	"Clark County, AR"	"05019"	53	458809	11.6	11.3
	"Arkansas"	"05"	"Clay County, AR"	"05021"	44	323645	13.6	13.5
	"Arkansas"	"05"	"Cleburne County, AR"	"05023"	89	503645	17.7	16.6
	"Arkansas"	"05"	"Cleveland County, AR"	"05025"	33	171679	19.2	19.2
	"Arkansas"	"05"	"Columbia County, AR"	"05027"	77	493258	15.6	15.5
	"Arkansas"	"05"	"Conway County, AR"	"05029"	68	416950	16.3	16.5
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	266	1883517	14.1	14.3
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	201	1187112	16.9	17.1
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	113	1002157	11.3	12.0
	"Arkansas"	"05"	"Cross County, AR"	"05037"	61	363001	16.8	17.2
	"Arkansas"	"05"	"Dallas County, AR"	"05039"	16	165207	Unreliable	Unreliable
	"Arkansas"	"05"	"Desha County, AR"	"05041"	28	266876	10.5	11.2
	"Arkansas"	"05"	"Drew County, AR"	"05043"	48	371872	12.9	12.9
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	286	2147839	13.3	13.7
	"Arkansas"	"05"	"Franklin County, AR"	"05047"	66	359023	18.4	18.9
	"Arkansas"	"05"	"Fulton County, AR"	"05049"	61	241636	25.2	25.5
	"Arkansas"	"05"	"Garland County, AR"	"05051"	470	1884888	24.9	24.2
	"Arkansas"	"05"	"Grant County, AR"	"05053"	55	349943	15.7	15.7
	"Arkansas"	"05"	"Greene County, AR"	"05055"	174	825956	21.1	20.7
	"Arkansas"	"05"	"Hempstead County, AR"	"05057"	38	453723	8.4	8.5
	"Arkansas"	"05"	"Hot Spring County, AR"	"05059"	137	646011	21.2	21.0
	"Arkansas"	"05"	"Howard County, AR"	"05061"	37	276056	13.4	13.2
	"Arkansas"	"05"	"Independence County, AR"	"05063"	126	718991	17.5	17.7
	"Arkansas"	"05"	"Izard County, AR"	"05065"	59	269554	21.9	22.1
	"Arkansas"	"05"	"Jackson County, AR"	"05067"	54	356678	15.1	14.2
	"Arkansas"	"05"	"Jefferson County, AR"	"05069"	163	1546328	10.5	10.4
	"Arkansas"	"05"	"Johnson County, AR"	"05071"	84	498277	16.9	17.0
	"Arkansas"	"05"	"Lafayette County, AR"	"05073"	31	153797	20.2	19.2
	"Arkansas"	"05"	"Lawrence County, AR"	"05075"	53	344998	15.4	15.6
	"Arkansas"	"05"	"Lee County, AR"	"05077"	29	215518	13.5	13.5
	"Arkansas"	"05"	"Lincoln County, AR"	"05079"	29	283291	10.2	10.1
	"Arkansas"	"05"	"Little River County, AR"	"05081"	50	260128	19.2	19.2
	"Arkansas"	"05"	"Logan County, AR"	"05083"	96	445804	21.5	22.0
	"Arkansas"	"05"	"Lonoke County, AR"	"05085"	203	1289856	15.7	16.0
	"Arkansas"	"05"	"Madison County, AR"	"05087"	59	305012	19.3	18.9
	"Arkansas"	"05"	"Marion County, AR"	"05089"	88	328884	26.8	25.5
	"Arkansas"	"05"	"Miller County, AR"	"05091"	130	852357	15.3	15.1
	"Arkansas"	"05"	"Mississippi County, AR"	"05093"	120	933423	12.9	13.2
	"Arkansas"	"05"	"Monroe County, AR"	"05095"	25	170560	14.7	13.6
	"Arkansas"	"05"	"Montgomery County, AR"	"05097"	41	184874	22.2	22.1
	"Arkansas"	"05"	"Nevada County, AR"	"05099"	31	182891	16.9	16.5
	"Arkansas"	"05"	"Newton County, AR"	"05101"	33	165500	19.9	20.6
	"Arkansas"	"05"	"Ouachita County, AR"	"05103"	66	523548	12.6	11.8
	"Arkansas"	"05"	"Perry County, AR"	"05105"	53	206561	25.7	23.9
	"Arkansas"	"05"	"Phillips County, AR"	"05107"	49	446597	11.0	11.0
	"Arkansas"	"05"	"Pike County, AR"	"05109"	30	222990	13.5	12.2
	"Arkansas"	"05"	"Poinsett County, AR"	"05111"	92	494058	18.6	18.6
	"Arkansas"	"05"	"Polk County, AR"	"05113"	85	405899	20.9	20.0
	"Arkansas"	"05"	"Pope County, AR"	"05115"	161	1196957	13.5	13.7
	"Arkansas"	"05"	"Prairie County, AR"	"05117"	20	176333	11.3	10.9
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	1090	7565325	14.4	14.3
	"Arkansas"	"05"	"Randolph County, AR"	"05121"	64	358817	17.8	17.8
	"Arkansas"	"05"	"St. Francis County, AR"	"05123"	56	559226	10.0	9.7
	"Arkansas"	"05"	"Saline County, AR"	"05125"	309	2051428	15.1	15.0
	"Arkansas"	"05"	"Scott County, AR"	"05127"	44	218199	20.2	19.7
	"Arkansas"	"05"	"Searcy County, AR"	"05129"	35	161832	21.6	21.7
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	369	2456422	15.0	15.1
	"Arkansas"	"05"	"Sevier County, AR"	"05133"	65	331761	19.6	20.1
	"Arkansas"	"05"	"Sharp County, AR"	"05135"	79	345047	22.9	23.5
	"Arkansas"	"05"	"Stone County, AR"	"05137"	58	243288	23.8	26.7
	"Arkansas"	"05"	"Union County, AR"	"05139"	129	844967	15.3	15.6
	"Arkansas"	"05"	"Van Buren County, AR"	"05141"	61	335608	18.2	19.2
	"Arkansas"	"05"	"Washington County, AR"	"05143"	529	3937931	13.4	13.9
	"Arkansas"	"05"	"White County, AR"	"05145"	223	1486151	15.0	15.4
	"Arkansas"	"05"	"Woodruff County, AR"	"05147"	29	151417	19.2	18.9
	"Arkansas"	"05"	"Yell County, AR"	"05149"	66	431374	15.3	15.4
	"California"	"06"	"Alameda County, CA"	"06001"	2636	30420360	8.7	8.4
	"California"	"06"	"Amador County, CA"	"06005"	186	747023	24.9	21.7
	"California"	"06"	"Butte County, CA"	"06007"	783	4353129	18.0	17.7
	"California"	"06"	"Calaveras County, CA"	"06009"	203	888078	22.9	20.6
	"California"	"06"	"Colusa County, CA"	"06011"	55	414000	13.3	14.3
	"California"	"06"	"Contra Costa County, CA"	"06013"	2080	20846589	10.0	9.7
	"California"	"06"	"Del Norte County, CA"	"06015"	101	558109	18.1	16.8
	"California"	"06"	"El Dorado County, CA"	"06017"	569	3523158	16.2	15.2
	"California"	"06"	"Fresno County, CA"	"06019"	1643	18104122	9.1	9.7
	"California"	"06"	"Glenn County, CA"	"06021"	90	551343	16.3	16.1
	"California"	"06"	"Humboldt County, CA"	"06023"	608	2650955	22.9	21.8
	"California"	"06"	"Imperial County, CA"	"06025"	232	3305085	7.0	7.4
	"California"	"06"	"Inyo County, CA"	"06027"	78	366544	21.3	18.0
	"California"	"06"	"Kern County, CA"	"06029"	1800	15978315	11.3	12.2
	"California"	"06"	"Kings County, CA"	"06031"	259	2916248	8.9	9.4
	"California"	"06"	"Lake County, CA"	"06033"	325	1262112	25.8	24.0
	"California"	"06"	"Lassen County, CA"	"06035"	140	668966	20.9	19.5
	"California"	"06"	"Los Angeles County, CA"	"06037"	15397	196977672	7.8	7.9
	"California"	"06"	"Madera County, CA"	"06039"	328	2883583	11.4	12.0
	"California"	"06"	"Marin County, CA"	"06041"	732	5035883	14.5	12.6
	"California"	"06"	"Mariposa County, CA"	"06043"	89	354935	25.1	23.6
	"California"	"06"	"Mendocino County, CA"	"06045"	368	1748676	21.0	20.1
	"California"	"06"	"Merced County, CA"	"06047"	439	4961784	8.8	9.8
	"California"	"06"	"Modoc County, CA"	"06049"	39	186776	20.9	19.9
	"California"	"06"	"Mono County, CA"	"06051"	28	274785	10.2	10.3
	"California"	"06"	"Monterey County, CA"	"06053"	733	8324693	8.8	9.0
	"California"	"06"	"Napa County, CA"	"06055"	281	2687791	10.5	9.9
	"California"	"06"	"Nevada County, CA"	"06057"	370	1943051	19.0	17.2
	"California"	"06"	"Orange County, CA"	"06059"	5527	60210389	9.2	9.0
	"California"	"06"	"Placer County, CA"	"06061"	839	6610005	12.7	12.1
	"California"	"06"	"Plumas County, CA"	"06063"	92	399624	23.0	20.9
	"California"	"06"	"Riverside County, CA"	"06065"	4259	41203666	10.3	10.6
	"California"	"06"	"Sacramento County, CA"	"06067"	3491	27926092	12.5	12.5
	"California"	"06"	"San Benito County, CA"	"06069"	85	1120139	7.6	8.2
	"California"	"06"	"San Bernardino County, CA"	"06071"	3921	39604783	9.9	10.6
	"California"	"06"	"San Diego County, CA"	"06073"	7186	61348334	11.7	11.6
	"California"	"06"	"San Francisco County, CA"	"06075"	1842	16173141	11.4	10.1
	"California"	"06"	"San Joaquin County, CA"	"06077"	1277	13385258	9.5	10.0
	"California"	"06"	"San Luis Obispo County, CA"	"06079"	847	5326247	15.9	14.8
	"California"	"06"	"San Mateo County, CA"	"06081"	1236	14451528	8.6	8.1
	"California"	"06"	"Santa Barbara County, CA"	"06083"	910	8426314	10.8	10.8
	"California"	"06"	"Santa Clara County, CA"	"06085"	2815	35521209	7.9	7.8
	"California"	"06"	"Santa Cruz County, CA"	"06087"	723	5231698	13.8	13.5
	"California"	"06"	"Shasta County, CA"	"06089"	790	3504265	22.5	21.5
	"California"	"06"	"Sierra County, CA"	"06091"	17	65108	Unreliable	Unreliable
	"California"	"06"	"Siskiyou County, CA"	"06093"	215	884162	24.3	22.8
	"California"	"06"	"Solano County, CA"	"06095"	918	8331290	11.0	10.9
	"California"	"06"	"Sonoma County, CA"	"06097"	1223	9595491	12.7	11.8
	"California"	"06"	"Stanislaus County, CA"	"06099"	1022	10129730	10.1	10.5
	"California"	"06"	"Sutter County, CA"	"06101"	232	1814101	12.8	12.8
	"California"	"06"	"Tehama County, CA"	"06103"	226	1224615	18.5	18.0
	"California"	"06"	"Trinity County, CA"	"06105"	85	265252	32.0	32.2
	"California"	"06"	"Tulare County, CA"	"06107"	784	8490142	9.2	10.1
	"California"	"06"	"Tuolumne County, CA"	"06109"	238	1102879	21.6	19.0
	"California"	"06"	"Ventura County, CA"	"06111"	1722	16221018	10.6	10.5
	"California"	"06"	"Yolo County, CA"	"06113"	363	3912498	9.3	9.7
	"California"	"06"	"Yuba County, CA"	"06115"	229	1389426	16.5	17.5
	"Colorado"	"08"	"Adams County, CO"	"08001"	1445	8628924	16.7	17.3
	"Colorado"	"08"	"Alamosa County, CO"	"08003"	74	312519	23.7	25.2
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	1837	11268784	16.3	16.2
	"Colorado"	"08"	"Archuleta County, CO"	"08007"	63	236107	26.7	24.3
	"Colorado"	"08"	"Baca County, CO"	"08009"	22	78427	28.1	28.2
	"Colorado"	"08"	"Bent County, CO"	"08011"	18	119790	Unreliable	Unreliable
	"Colorado"	"08"	"Boulder County, CO"	"08013"	1000	5988242	16.7	16.2
	"Colorado"	"08"	"Broomfield County, CO"	"08014"	159	905560	17.6	17.3
	"Colorado"	"08"	"Chaffee County, CO"	"08015"	85	354707	24.0	20.6
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	49	184800	26.5	24.5
	"Colorado"	"08"	"Conejos County, CO"	"08021"	40	165264	24.2	26.3
	"Colorado"	"08"	"Costilla County, CO"	"08023"	18	72311	Unreliable	Unreliable
	"Colorado"	"08"	"Crowley County, CO"	"08025"	16	113170	Unreliable	Unreliable
	"Colorado"	"08"	"Custer County, CO"	"08027"	23	82734	27.8	28.3
	"Colorado"	"08"	"Delta County, CO"	"08029"	143	595697	24.0	23.8
	"Colorado"	"08"	"Denver County, CO"	"08031"	1989	12127773	16.4	16.2
	"Colorado"	"08"	"Dolores County, CO"	"08033"	12	39315	Unreliable	Unreliable
	"Colorado"	"08"	"Douglas County, CO"	"08035"	710	5346039	13.3	14.0
	"Colorado"	"08"	"Eagle County, CO"	"08037"	126	988166	12.8	14.8
	"Colorado"	"08"	"Elbert County, CO"	"08039"	81	457692	17.7	19.1
	"Colorado"	"08"	"El Paso County, CO"	"08041"	2441	12147608	20.1	20.1
	"Colorado"	"08"	"Fremont County, CO"	"08043"	272	937098	29.0	26.7
	"Colorado"	"08"	"Garfield County, CO"	"08045"	205	1062268	19.3	19.1
	"Colorado"	"08"	"Gilpin County, CO"	"08047"	22	105221	20.9	19.7
	"Colorado"	"08"	"Grand County, CO"	"08049"	59	281751	20.9	20.3
	"Colorado"	"08"	"Gunnison County, CO"	"08051"	66	303802	21.7	20.9
	"Colorado"	"08"	"Huerfano County, CO"	"08055"	46	140316	32.8	32.4
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	1963	10805664	18.2	17.5
	"Colorado"	"08"	"Kit Carson County, CO"	"08063"	30	160028	18.7	18.3
	"Colorado"	"08"	"Lake County, CO"	"08065"	36	150204	24.0	25.3
	"Colorado"	"08"	"La Plata County, CO"	"08067"	197	1002775	19.6	18.7
	"Colorado"	"08"	"Larimer County, CO"	"08069"	1055	5918352	17.8	17.4
	"Colorado"	"08"	"Las Animas County, CO"	"08071"	77	301409	25.5	25.9
	"Colorado"	"08"	"Lincoln County, CO"	"08073"	23	112906	20.4	18.0
	"Colorado"	"08"	"Logan County, CO"	"08075"	71	437866	16.2	15.4
	"Colorado"	"08"	"Mesa County, CO"	"08077"	699	2761871	25.3	24.9
	"Colorado"	"08"	"Moffat County, CO"	"08081"	76	264475	28.7	29.2
	"Colorado"	"08"	"Montezuma County, CO"	"08083"	160	502424	31.8	31.2
	"Colorado"	"08"	"Montrose County, CO"	"08085"	169	776319	21.8	21.4
	"Colorado"	"08"	"Morgan County, CO"	"08087"	84	558312	15.0	15.5
	"Colorado"	"08"	"Otero County, CO"	"08089"	61	381056	16.0	16.6
	"Colorado"	"08"	"Ouray County, CO"	"08091"	15	85784	Unreliable	Unreliable
	"Colorado"	"08"	"Park County, CO"	"08093"	100	323977	30.9	27.9
	"Colorado"	"08"	"Phillips County, CO"	"08095"	11	87953	Unreliable	Unreliable
	"Colorado"	"08"	"Pitkin County, CO"	"08097"	64	328577	19.5	16.6
	"Colorado"	"08"	"Prowers County, CO"	"08099"	41	259234	15.8	16.5
	"Colorado"	"08"	"Pueblo County, CO"	"08101"	664	3106838	21.4	21.3
	"Colorado"	"08"	"Rio Blanco County, CO"	"08103"	36	127243	28.3	26.5
	"Colorado"	"08"	"Rio Grande County, CO"	"08105"	41	238421	17.2	18.5
	"Colorado"	"08"	"Routt County, CO"	"08107"	90	451423	19.9	18.2
	"Colorado"	"08"	"Saguache County, CO"	"08109"	35	124616	28.1	27.6
	"Colorado"	"08"	"San Miguel County, CO"	"08113"	21	147295	14.3	13.9
	"Colorado"	"08"	"Sedgwick County, CO"	"08115"	19	49512	Unreliable	Unreliable
	"Colorado"	"08"	"Summit County, CO"	"08117"	87	544277	16.0	14.6
	"Colorado"	"08"	"Teller County, CO"	"08119"	135	453489	29.8	29.6
	"Colorado"	"08"	"Washington County, CO"	"08121"	11	97494	Unreliable	Unreliable
	"Colorado"	"08"	"Weld County, CO"	"08123"	731	4878563	15.0	15.4
	"Colorado"	"08"	"Yuma County, CO"	"08125"	21	199107	10.5	10.9
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	1354	18288916	7.4	7.1
	"Connecticut"	"09"	"Hartford County, CT"	"09003"	1633	17670065	9.2	8.8
	"Connecticut"	"09"	"Litchfield County, CT"	"09005"	446	3725913	12.0	11.2
	"Connecticut"	"09"	"Middlesex County, CT"	"09007"	346	3248590	10.7	9.8
	"Connecticut"	"09"	"New Haven County, CT"	"09009"	1606	17007803	9.4	9.1
	"Connecticut"	"09"	"New London County, CT"	"09011"	590	5382374	11.0	10.4
	"Connecticut"	"09"	"Tolland County, CT"	"09013"	313	2959143	10.6	10.1
	"Connecticut"	"09"	"Windham County, CT"	"09015"	283	2306345	12.3	11.7
	"Delaware"	"10"	"Kent County, DE"	"10001"	377	3093478	12.2	12.3
	"Delaware"	"10"	"New Castle County, DE"	"10003"	1198	10660051	11.2	10.9
	"Delaware"	"10"	"Sussex County, DE"	"10005"	495	3818139	13.0	12.4
	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	742	12218084	6.1	5.8
	"Florida"	"12"	"Alachua County, FL"	"12001"	615	4862824	12.6	13.6
	"Florida"	"12"	"Baker County, FL"	"12003"	67	515369	13.0	12.8
	"Florida"	"12"	"Bay County, FL"	"12005"	663	3339841	19.9	18.8
	"Florida"	"12"	"Bradford County, FL"	"12007"	79	548471	14.4	13.7
	"Florida"	"12"	"Brevard County, FL"	"12009"	2140	10718228	20.0	18.5
	"Florida"	"12"	"Broward County, FL"	"12011"	4487	35411779	12.7	11.8
	"Florida"	"12"	"Calhoun County, FL"	"12013"	42	280723	15.0	14.3
	"Florida"	"12"	"Charlotte County, FL"	"12015"	585	3216249	18.2	17.5
	"Florida"	"12"	"Citrus County, FL"	"12017"	636	2709086	23.5	21.6
	"Florida"	"12"	"Clay County, FL"	"12019"	587	3617768	16.2	16.1
	"Florida"	"12"	"Collier County, FL"	"12021"	821	6331488	13.0	12.1
	"Florida"	"12"	"Columbia County, FL"	"12023"	206	1293604	15.9	14.9
	"Florida"	"12"	"DeSoto County, FL"	"12027"	109	686849	15.9	14.6
	"Florida"	"12"	"Dixie County, FL"	"12029"	66	311761	21.2	17.9
	"Florida"	"12"	"Duval County, FL"	"12031"	2572	17135803	15.0	14.8
	"Florida"	"12"	"Escambia County, FL"	"12033"	944	6039694	15.6	15.4
	"Florida"	"12"	"Flagler County, FL"	"12035"	305	1712522	17.8	17.2
	"Florida"	"12"	"Franklin County, FL"	"12037"	34	223266	15.2	12.9
	"Florida"	"12"	"Gadsden County, FL"	"12039"	104	914716	11.4	11.1
	"Florida"	"12"	"Gilchrist County, FL"	"12041"	62	324922	19.1	16.8
	"Florida"	"12"	"Glades County, FL"	"12043"	43	249860	17.2	16.4
	"Florida"	"12"	"Gulf County, FL"	"12045"	55	309236	17.8	15.7
	"Florida"	"12"	"Hamilton County, FL"	"12047"	30	284254	10.6	10.2
	"Florida"	"12"	"Hardee County, FL"	"12049"	63	544526	11.6	12.0
	"Florida"	"12"	"Hendry County, FL"	"12051"	81	763087	10.6	11.2
	"Florida"	"12"	"Hernando County, FL"	"12053"	623	3268403	19.1	18.2
